transaction_id,reference_number,transaction_datetime,transaction_description,originator_name,originator_entity_type,originator_id,originator_gender,originator_country,originator_pep_flag,originator_sanctions_flag,originator_exited_flag,originator_exit_date,originator_sar_flag,originator_dra_alert_flag,originator_dra_score,originator_date_of_birth_or_incorp,beneficiary_name,beneficiary_entity_type,beneficiary_id,beneficiary_gender,beneficiary_country,beneficiary_pep_flag,beneficiary_sanctions_flag,beneficiary_exited_flag,beneficiary_exit_date,beneficiary_sar_flag,beneficiary_dra_alert_flag,beneficiary_dra_score,beneficiary_date_of_birth_or_incorp,amount,currency,amount_usd,transaction_type,channel,product,scenario_tag
T000000001233,SWIFT-7W921FGMYQBR,2025-09-07T18:47:52,Transfer INV0268214,Chen Garcia,INDIVIDUAL,GBID-8TACY15PDT,F,GB,0,0,0,,0,1,993,11/08/71,Ravi Ahmed,INDIVIDUAL,GBID-UUG95RLRDI,M,GB,0,0,0,,0,1,989,27/09/90,651.52,EUR,703.64,TRANSFER,WIRE,WALLET,RAPID_MOVEMENT
T000000001234,SWIFT-8R80N18MS680,2025-09-07T20:02:52,,Ravi Ahmed,INDIVIDUAL,GBID-UUG95RLRDI,M,GB,0,0,0,,0,1,989,27/09/90,Chen Yilmaz,INDIVIDUAL,GBID-GQTOAMDVLN,F,GB,0,0,0,,0,0,766,18/07/87,651.63,EUR,703.76,TRANSFER,WIRE,WALLET,RAPID_MOVEMENT
T000000001235,SWIFT-V82CP0YQ18G7,2025-09-07T22:15:52,Settlement INV8232275,Chen Yilmaz,INDIVIDUAL,GBID-GQTOAMDVLN,F,GB,0,0,0,,0,0,766,18/07/87,Aisha Patel,INDIVIDUAL,FRID-CXZ2EI9212,M,FR,0,0,0,,1,0,392,09/04/82,637.55,EUR,688.55,TRANSFER,WIRE,WALLET,RAPID_MOVEMENT
T000000001236,FP-LYQ5RNBPZ5JV,2025-03-02T02:19:30,Transfer INV4487840 thanks,Wei Patel,INDIVIDUAL,AUID-ZKWDEEKGYS,M,AU,0,0,0,,0,0,722,12/03/83,Aisha Brown,INDIVIDUAL,AUID-KTISWLWT6U,F,AU,0,0,1,27/08/25,0,0,556,15/05/54,592.16,GBP,752.04,TRANSFER,FASTER_PAYMENTS,WALLET,FAN_OUT_FAN_IN
T000000001237,FP-99UEY09AHK6R,2025-03-02T02:24:30,Transfer INV5974136,Wei Patel,INDIVIDUAL,AUID-ZKWDEEKGYS,M,AU,0,0,0,,0,0,722,12/03/83,Tom Patel,INDIVIDUAL,USID-MUKJDBL1G3,F,US,0,0,0,,0,0,589,29/09/72,990.36,GBP,1257.76,TRANSFER,FASTER_PAYMENTS,WALLET,FAN_OUT_FAN_IN
T000000001238,FP-D7PHFZNY2J6W,2025-03-02T04:19:30,Settlement INV0861729,Tom Patel,INDIVIDUAL,USID-MUKJDBL1G3,F,US,0,0,0,,0,0,589,29/09/72,Rossi Trading Pte,BUSINESS,NLREG-5DFRLW6JL2L5,X,NL,0,0,0,,0,0,383,15/03/22,598.2,GBP,759.71,TRANSFER,FASTER_PAYMENTS,WALLET,FAN_OUT_FAN_IN
T000000001239,FP-E4SWFS5ZUTHU,2025-03-02T04:26:30,Settlement INV7164385,Aisha Brown,INDIVIDUAL,AUID-KTISWLWT6U,F,AU,0,0,1,27/08/25,0,0,556,15/05/54,Rossi Trading Pte,BUSINESS,NLREG-5DFRLW6JL2L5,X,NL,0,0,0,,0,0,383,15/03/22,772.36,GBP,980.9,TRANSFER,FASTER_PAYMENTS,WALLET,FAN_OUT_FAN_IN
T000000001240,SWIFT-8043JJCTCDJF,2025-10-26T09:49:03,ATM withdrawal Jan,Patel Services Pte,BUSINESS,AFREG-0FLE1MRR9VWE,X,AF,0,0,0,,1,0,652,06/05/97,Chen Davies,INDIVIDUAL,TRID-FHG6W3STT1,F,TR,0,0,0,,0,0,570,24/08/95,413190.79,GBP,524752.3,CASH_WITHDRAWAL,WIRE,SAVINGS,LARGE_REPORTABLE
T000000001241,SWIFT-Y4G207YI5ZHC,2025-03-30T18:17:11,Internal transfer INV5121649,Omar Zhang,INDIVIDUAL,NGID-GAZ5UH80Q7,M,NG,0,0,0,,0,0,298,11/11/78,Elena Ahmed,INDIVIDUAL,PKID-OC1Y5AYYOV,M,PK,0,0,0,,0,0,491,14/06/52,307.66,GBP,390.73,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001242,SWIFT-AG787L6K1CNT,2025-03-30T19:16:11,Urgent transfer INV8544351,Elena Ahmed,INDIVIDUAL,PKID-OC1Y5AYYOV,M,PK,0,0,0,,0,0,491,14/06/52,Yara Khan,INDIVIDUAL,NLID-LI172D50N9,M,NL,0,0,0,,0,1,996,01/02/56,310.79,GBP,394.7,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001243,VASP-59S90HXCTYB6,2025-08-08T09:21:53,Internal transfer INV7599900,Omar Chen,INDIVIDUAL,PKID-D7EFJGC46H,M,PK,0,0,0,,0,0,497,12/01/95,Tom Patel,INDIVIDUAL,AUID-PY1AJKPQKB,F,AU,0,0,0,,0,0,370,19/01/95,538.25,USD,538.25,TRANSFER,CRYPTO_EXCHANGE,PREPAID,PATTERN_OF_FUNDS
T000000001244,VASP-0KKRFSRVGKPY,2025-08-08T16:21:53,Loan repayment INV7016148,Tom Patel,INDIVIDUAL,AUID-PY1AJKPQKB,F,AU,0,0,0,,0,0,370,19/01/95,Chen Commodities LLC,BUSINESS,GBREG-5MAGK6P0N17U,X,GB,0,0,0,,0,1,973,13/04/08,537.99,USD,537.99,TRANSFER,CRYPTO_EXCHANGE,PREPAID,PATTERN_OF_FUNDS
T000000001245,VASP-RVTFQDULZ44H,2025-08-10T07:21:53,Loan repayment INV8409547 thanks,Chen Commodities LLC,BUSINESS,GBREG-5MAGK6P0N17U,X,GB,0,0,0,,0,1,973,13/04/08,Wei Davies,INDIVIDUAL,USID-TQTXHI15CQ,F,US,0,0,0,,0,0,743,09/02/71,542.67,USD,542.67,TRANSFER,CRYPTO_EXCHANGE,PREPAID,PATTERN_OF_FUNDS
T000000001246,VASP-82EPCG6GZ10V,2025-08-08T15:21:53,Settlement INV5756191,Wei Davies,INDIVIDUAL,USID-TQTXHI15CQ,F,US,0,0,0,,0,0,743,09/02/71,Omar Wilson,INDIVIDUAL,AUID-8RNKOWYPSW,M,AU,0,0,1,18/06/25,0,0,586,12/02/86,545.47,USD,545.47,TRANSFER,CRYPTO_EXCHANGE,PREPAID,PATTERN_OF_FUNDS
T000000001247,VASP-ZCJGUCF1EK6O,2025-08-09T17:21:53,International transfer INV1952267,Omar Wilson,INDIVIDUAL,AUID-8RNKOWYPSW,M,AU,0,0,1,18/06/25,0,0,586,12/02/86,Jack Khan,INDIVIDUAL,NLID-Q91YY1J2JC,F,NL,0,0,0,,0,0,797,31/01/84,537.97,USD,537.97,TRANSFER,CRYPTO_EXCHANGE,PREPAID,PATTERN_OF_FUNDS
T000000001248,VASP-R5Y8JE0DVNU4,2025-08-11T12:21:53,Settlement INV7421017,Jack Khan,INDIVIDUAL,NLID-Q91YY1J2JC,F,NL,0,0,0,,0,0,797,31/01/84,Elena Jones,INDIVIDUAL,AEID-PAVCEDTCXN,X,AE,0,0,0,,0,0,829,20/05/86,541.73,USD,541.73,TRANSFER,CRYPTO_EXCHANGE,PREPAID,PATTERN_OF_FUNDS
T000000001249,FP-5BQ5TZ9WF55R,2025-07-17T13:54:32,Settlement INV5095738,Wilson Exchange Ltd,BUSINESS,FRREG-GGXP5CITUF8C,X,FR,0,0,0,,0,0,680,29/07/07,Tom Tan,INDIVIDUAL,FRID-FDHGZZ0JKI,M,FR,0,0,0,,0,0,616,20/10/99,2423.82,GBP,3078.25,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001250,FP-JK237WIAUTL2,2025-07-17T13:59:32,Settlement INV7093271,Wilson Exchange Ltd,BUSINESS,FRREG-GGXP5CITUF8C,X,FR,0,0,0,,0,0,680,29/07/07,Tom Jones,INDIVIDUAL,NLID-IDKWNNHJ7X,F,NL,0,0,1,03/03/25,0,0,380,29/03/75,5041.96,GBP,6403.29,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001251,FP-1WKVU4BHZG8E,2025-07-17T15:54:32,Transfer INV3655930,Tom Jones,INDIVIDUAL,NLID-IDKWNNHJ7X,F,NL,0,0,1,03/03/25,0,0,380,29/03/75,Brown Commodities GmbH,BUSINESS,MMREG-2SVHOTQF74RQ,X,MM,0,1,0,,0,0,302,16/03/09,401.95,GBP,510.48,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001252,FP-WNA30KK9JGEI,2025-07-17T16:01:32,Settlement INV5206730,Tom Tan,INDIVIDUAL,FRID-FDHGZZ0JKI,M,FR,0,0,0,,0,0,616,20/10/99,Brown Commodities GmbH,BUSINESS,MMREG-2SVHOTQF74RQ,X,MM,0,1,0,,0,0,302,16/03/09,628.89,GBP,798.69,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001253,SWIFT-A84IYDNGPP55,2025-10-28T07:25:10,Loan repayment INV3954425,Jack Zhang,INDIVIDUAL,NLID-2ZGE2J51B3,M,NL,0,0,0,,0,0,430,02/02/88,Hannah Smith,INDIVIDUAL,IRID-P7R93FEZEZ,F,IR,0,0,0,,1,0,798,02/03/61,11402.34,USD,11402.34,TRANSFER,WIRE,PREPAID,HIGH_RISK_JURISDICTION
T000000001254,ACH-VRTSCZSBOCU8,2025-02-10T09:14:33,Payment for goods INV7405649,Rossi Solutions BV,BUSINESS,USREG-T0SX5WVFGYW6,X,US,0,0,0,,0,0,582,23/01/06,Yara Miller,INDIVIDUAL,USID-DNMMJBQE7C,M,US,0,0,0,,0,0,869,18/11/87,648.68,GBP,823.82,PAYMENT,ACH,PREPAID,HIGH_CONCENTRATION
T000000001255,FP-IFQNC80LNRBD,2025-07-04T08:39:54,Internal transfer INV5633763,Rossi Services GmbH,BUSINESS,GBREG-FIY5PU5WH50J,X,GB,0,0,0,,0,0,338,01/08/07,Daniel Lopez,INDIVIDUAL,IRID-4AGCSTNPEZ,M,IR,0,0,0,,0,0,813,31/05/89,942.12,EUR,1017.49,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001256,FP-VAUJIDZ177B9,2025-07-04T08:44:54,Loan repayment INV8914750,Rossi Services GmbH,BUSINESS,GBREG-FIY5PU5WH50J,X,GB,0,0,0,,0,0,338,01/08/07,Chen Miller,INDIVIDUAL,DEID-K2TCZS8S2F,M,DE,0,0,0,,0,0,898,26/07/78,1837.42,EUR,1984.41,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001257,FP-XJIF4S7YS7W0,2025-07-04T08:49:54,Settlement INV3782365,Rossi Services GmbH,BUSINESS,GBREG-FIY5PU5WH50J,X,GB,0,0,0,,0,0,338,01/08/07,Amir Ahmed,INDIVIDUAL,USID-5SYWP0RXXF,M,US,0,0,0,,0,0,510,10/11/63,1886.29,EUR,2037.19,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001258,FP-A60O4QAZ32LW,2025-07-04T08:54:54,,Rossi Services GmbH,BUSINESS,GBREG-FIY5PU5WH50J,X,GB,0,0,0,,0,0,338,01/08/07,Leila Yilmaz,INDIVIDUAL,DEID-UNKNQT3WVE,F,DE,0,0,0,,0,0,600,10/07/96,954.08,EUR,1030.41,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001259,FP-UNHHLV69CV50,2025-07-04T10:39:54,Transfer INV7317791,Daniel Lopez,INDIVIDUAL,IRID-4AGCSTNPEZ,M,IR,0,0,0,,0,0,813,31/05/89,Amir Khan,INDIVIDUAL,USID-79HMHVL66S,F,US,0,0,0,,0,0,461,20/05/03,1261.87,EUR,1362.82,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001260,FP-P16LAH96JE0A,2025-07-04T10:46:54,Internal transfer INV3267208,Chen Miller,INDIVIDUAL,DEID-K2TCZS8S2F,M,DE,0,0,0,,0,0,898,26/07/78,Amir Khan,INDIVIDUAL,USID-79HMHVL66S,F,US,0,0,0,,0,0,461,20/05/03,2221.13,EUR,2398.82,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001261,FP-DRCB1WQDDK0O,2025-07-04T10:53:54,Loan repayment INV8299288,Leila Yilmaz,INDIVIDUAL,DEID-UNKNQT3WVE,F,DE,0,0,0,,0,0,600,10/07/96,Amir Khan,INDIVIDUAL,USID-79HMHVL66S,F,US,0,0,0,,0,0,461,20/05/03,854.18,EUR,922.51,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001262,FP-FSZ72O5NMXAF,2025-07-04T11:00:54,Settlement INV6591768,Amir Ahmed,INDIVIDUAL,USID-5SYWP0RXXF,M,US,0,0,0,,0,0,510,10/11/63,Amir Khan,INDIVIDUAL,USID-79HMHVL66S,F,US,0,0,0,,0,0,461,20/05/03,554.31,EUR,598.65,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,FAN_OUT_FAN_IN
T000000001263,SWIFT-L1CEXHTRWC4W,2025-05-05T21:19:17,Loan repayment INV5354398,Davies Payments Ltd,BUSINESS,GBREG-VGKY5CGAGHFT,X,GB,0,0,0,,0,0,379,25/12/95,Elena Lopez,INDIVIDUAL,NLID-K8R2YKCCPR,M,NL,0,0,1,22/10/25,0,0,350,07/11/90,559.76,EUR,604.54,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001264,SWIFT-STLGYLPZNFFB,2025-05-05T21:31:17,Internal transfer INV9090804,Elena Lopez,INDIVIDUAL,NLID-K8R2YKCCPR,M,NL,0,0,1,22/10/25,0,0,350,07/11/90,Yara Tan,INDIVIDUAL,DEID-GB1AJO091C,F,DE,0,0,0,,0,0,863,13/08/55,577.32,EUR,623.51,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001265,SWIFT-OUB93JSRZMS1,2025-05-06T00:49:17,Settlement INV8200384,Yara Tan,INDIVIDUAL,DEID-GB1AJO091C,F,DE,0,0,0,,0,0,863,13/08/55,Aisha Smith,INDIVIDUAL,AUID-KPS04JSE17,M,AU,0,0,0,,0,0,223,21/10/82,572.62,EUR,618.43,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001266,SWIFT-SZYQE55NHF4L,2025-05-06T02:46:17,Settlement INV1596634,Aisha Smith,INDIVIDUAL,AUID-KPS04JSE17,M,AU,0,0,0,,0,0,223,21/10/82,Ivanov Exchange Pte,BUSINESS,GBREG-N8LFJDTVV2Y4,X,GB,0,0,1,30/07/25,0,0,841,03/06/08,575.27,EUR,621.29,TRANSFER,WIRE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001267,FP-R78ICVLK6TZC,2025-12-05T15:52:17,Transfer INV7322778 thanks,Chen Lopez,INDIVIDUAL,GBID-2VOI8UYYF1,F,GB,0,0,0,,0,0,874,13/09/89,Jack Chen,INDIVIDUAL,GBID-YAM1N0LH9P,M,GB,0,0,0,,0,0,642,14/03/51,1276.54,GBP,1621.21,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,MONEY_MULE
T000000001268,SWIFT-BTR8SYOLYFM4,2025-04-18T06:50:25,Loan repayment INV7207505 thanks,Jack Chen,INDIVIDUAL,GBID-YAM1N0LH9P,M,GB,0,0,0,,0,0,642,14/03/51,Wei Smith,INDIVIDUAL,FRID-V37IC0LZIG,F,FR,0,0,0,,0,0,887,27/05/89,1219.3,USD,1219.3,TRANSFER,WIRE,BUSINESS_ACCT,MONEY_MULE
T000000001269,FP-LK41GPC8MG29,2025-04-24T21:20:12,Settlement INV3114061,Leila Rossi,INDIVIDUAL,USID-9KLS1QCWQ8,M,US,0,0,0,,0,0,396,23/11/60,Daniel Hughes,INDIVIDUAL,GBID-JL2Z0LJCH2,F,GB,0,0,0,,0,0,528,20/03/76,364.47,GBP,462.88,TRANSFER,FASTER_PAYMENTS,WALLET,MONEY_MULE
T000000001270,VASP-HFICRXH0HKRQ,2025-09-30T00:33:45,Settlement INV2384210,Daniel Hughes,INDIVIDUAL,GBID-JL2Z0LJCH2,F,GB,0,0,0,,0,0,528,20/03/76,Noah Garcia,INDIVIDUAL,NLID-HT2XZ52OHK,F,NL,0,0,0,,0,0,355,20/06/00,303.28,GBP,385.17,TRANSFER,CRYPTO_EXCHANGE,WALLET,MONEY_MULE
T000000001271,BR-UHBIRSLSDJ1Y,2025-11-09T04:30:03,Loan repayment INV4396396,Leila Tan,INDIVIDUAL,GBID-DQFJ6IJKUU,M,GB,0,0,0,,0,0,409,09/02/90,Jack Chen,INDIVIDUAL,GBID-YAM1N0LH9P,M,GB,0,0,0,,0,0,642,14/03/51,194.95,GBP,247.59,TRANSFER,CASH,WALLET,MONEY_MULE
T000000001272,VASP-73WES2VNDNSA,2025-07-01T13:03:34,Loan repayment INV4640307,Jack Chen,INDIVIDUAL,GBID-YAM1N0LH9P,M,GB,0,0,0,,0,0,642,14/03/51,Yara Zhang,INDIVIDUAL,SGID-QG6NX9OWWE,F,SG,0,0,0,,0,0,253,11/02/75,189.32,USD,189.32,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,MONEY_MULE
T000000001273,FP-5CDW9PAJMFOT,2025-01-31T18:06:51,Settlement INV7856346 pls process,Aisha Hughes,INDIVIDUAL,GBID-SF3Q0E27ZE,F,GB,0,0,0,,0,0,451,19/08/83,Daniel Hughes,INDIVIDUAL,GBID-JL2Z0LJCH2,F,GB,0,0,0,,0,0,528,20/03/76,321.98,GBP,408.91,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,MONEY_MULE
T000000001274,VASP-WF7IB94SU3CO,2025-10-13T03:48:53,Settlement INV0124196,Daniel Hughes,INDIVIDUAL,GBID-JL2Z0LJCH2,F,GB,0,0,0,,0,0,528,20/03/76,Kofi Ahmed,INDIVIDUAL,SGID-SEHUDS3QSQ,F,SG,0,0,0,,0,0,209,25/08/98,295.17,EUR,318.78,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,MONEY_MULE
T000000001275,VASP-WDD9FKP8URJD,2025-04-19T16:16:44,Settlement INV3840055,Zhang Payments GmbH,BUSINESS,DEREG-1SDIEQFB85P8,X,DE,0,0,0,,0,0,507,16/06/00,Omar Jones,INDIVIDUAL,SGID-9RX647DI3E,F,SG,0,0,1,05/08/25,0,0,776,19/12/45,6914.7,USD,6914.7,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,PATTERN_OF_FUNDS
T000000001276,VASP-EVGTDD5671KX,2025-04-20T05:16:44,Transfer INV8920847,Omar Jones,INDIVIDUAL,SGID-9RX647DI3E,F,SG,0,0,1,05/08/25,0,0,776,19/12/45,Jack Chen,INDIVIDUAL,GBID-YAM1N0LH9P,M,GB,0,0,0,,0,0,642,14/03/51,6967.54,USD,6967.54,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,PATTERN_OF_FUNDS
T000000001277,VASP-FZ9YETB15EGV,2025-04-21T00:16:44,Loan repayment INV7845286,Jack Chen,INDIVIDUAL,GBID-YAM1N0LH9P,M,GB,0,0,0,,0,0,642,14/03/51,Wilson Imports Ltd,BUSINESS,AUREG-52XG8P6BEFFL,X,AU,0,0,0,,0,0,437,27/06/07,7042.59,USD,7042.59,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,PATTERN_OF_FUNDS
T000000001278,FP-L599GI9MYUQ9,2025-10-04T13:49:59,Urgent transfer INV8891472,Chen Consulting BV,BUSINESS,PKREG-GN74F9YECAZR,X,PK,0,0,0,,0,0,203,11/03/13,Aisha Patel,INDIVIDUAL,DEID-YEQAHTHSJR,F,DE,0,0,0,,0,0,498,14/03/69,4502.29,GBP,5717.91,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,RAPID_MOVEMENT
T000000001279,FP-QQXXAIJ5HRAT,2025-10-04T15:05:59,Settlement INV6596911,Aisha Patel,INDIVIDUAL,DEID-YEQAHTHSJR,F,DE,0,0,0,,0,0,498,14/03/69,Kofi Rossi,INDIVIDUAL,GBID-4LOHHCU9TD,F,GB,0,0,0,,1,0,781,06/11/69,4567.85,GBP,5801.17,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,RAPID_MOVEMENT
T000000001280,FP-8E7BI3RHK74M,2025-10-04T16:15:59,Settlement INV7711066 urgent,Kofi Rossi,INDIVIDUAL,GBID-4LOHHCU9TD,F,GB,0,0,0,,1,0,781,06/11/69,Aisha Davies,INDIVIDUAL,AEID-9KR2FVB66H,F,AE,0,0,0,,0,0,524,07/09/64,4653.1,GBP,5909.44,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,RAPID_MOVEMENT
T000000001281,FP-WKCUT54EHXL2,2025-10-04T14:31:59,Settlement INV1372135,Aisha Davies,INDIVIDUAL,AEID-9KR2FVB66H,F,AE,0,0,0,,0,0,524,07/09/64,Miller Payments Pte,BUSINESS,GBREG-D31K9QM3P91I,X,GB,0,0,0,,0,0,689,29/10/03,4637.18,GBP,5889.22,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,RAPID_MOVEMENT
T000000001282,SWIFT-DJESK2Q1YJUC,2025-07-13T03:23:44,Settlement INV0653342,Wei Ahmed,INDIVIDUAL,USID-6ORSNC2CZO,F,US,0,0,0,,0,0,709,26/09/66,Amir Garcia,INDIVIDUAL,FRID-79460KHFSU,M,FR,0,0,0,,0,0,418,16/09/61,567.51,EUR,612.91,TRANSFER,WIRE,BUSINESS_ACCT,RAPID_MOVEMENT
T000000001283,SWIFT-JVAMIDSJNFUH,2025-07-13T04:59:44,Internal transfer INV2083243,Amir Garcia,INDIVIDUAL,FRID-79460KHFSU,M,FR,0,0,0,,0,0,418,16/09/61,Fatima Tan,INDIVIDUAL,NLID-HZS32D1JQB,M,NL,0,0,0,,0,0,345,04/12/95,576.45,EUR,622.57,TRANSFER,WIRE,BUSINESS_ACCT,RAPID_MOVEMENT
T000000001284,VASP-H1KDN24U0HVN,2025-09-26T21:28:42,Settlement INV9405498,Khan Holdings Pte,BUSINESS,AEREG-B1SA3Y5T37SZ,X,AE,0,0,0,,0,0,581,22/03/13,Jones Commodities SA,BUSINESS,USREG-2KRE4V9KYPOF,X,US,0,0,0,,0,0,314,14/05/16,1819.99,GBP,2311.39,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001285,VASP-1COXPY5J3SPS,2025-09-26T21:59:42,Settlement INV1259976,Jones Commodities SA,BUSINESS,USREG-2KRE4V9KYPOF,X,US,0,0,0,,0,0,314,14/05/16,Noah Lopez,INDIVIDUAL,SGID-02YC0MDICV,F,SG,0,0,0,,1,0,376,01/11/75,1838.58,GBP,2335,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001286,VASP-YS1YZMZUQ8A1,2025-09-26T23:42:42,Settlement INV0000621,Noah Lopez,INDIVIDUAL,SGID-02YC0MDICV,F,SG,0,0,0,,1,0,376,01/11/75,Elena Ahmed,INDIVIDUAL,PKID-OC1Y5AYYOV,M,PK,0,0,0,,0,0,491,14/06/52,1791.09,GBP,2274.68,TRANSFER,CRYPTO_EXCHANGE,CURRENT_ACCT,RAPID_MOVEMENT
T000000001287,FP-GFY44SX6XBE0,2025-09-13T00:17:05,Loan repayment INV7892331 ok,Patel Trading SA,BUSINESS,FRREG-5935A0L7253J,X,FR,0,0,0,,0,0,318,25/02/04,Priya Ivanov,INDIVIDUAL,USID-ENLK8AGS6E,F,US,0,0,1,31/03/25,0,0,318,27/12/67,545.27,GBP,692.49,TRANSFER,FASTER_PAYMENTS,WALLET,HIGH_CONCENTRATION
T000000001288,SWIFT-DMSAPPB710MY,2025-12-27T17:37:27,Internal transfer INV1481816,Brown Commodities GmbH,BUSINESS,MMREG-2SVHOTQF74RQ,X,MM,0,1,0,,0,0,302,16/03/09,Kofi Kowalski,INDIVIDUAL,DEID-6MM1ZXYVGI,F,DE,0,0,0,,1,0,722,26/04/77,2938.3,GBP,3731.64,TRANSFER,WIRE,BUSINESS_ACCT,HIGH_RISK_JURISDICTION
T000000001289,SWIFT-K1S7CGFKNM6H,2025-03-28T07:11:23,Transfer INV8558549,Hannah Lopez,INDIVIDUAL,GBID-I4K5OGZ2UE,F,GB,0,0,0,,0,0,457,01/12/04,Patel Capital BV,BUSINESS,FRREG-IHDIY4NRMQYZ,X,FR,0,0,0,,1,0,390,09/12/99,11974.88,GBP,15208.1,TRANSFER,WIRE,CURRENT_ACCT,LARGE_REPORTABLE
T000000001290,FP-6P4SRNKRB2UJ,2025-10-04T12:36:03,Transfer INV9202958,Hannah Davies,INDIVIDUAL,USID-87F00TERKM,F,US,0,0,0,,0,0,885,08/12/99,Daniel Hughes,INDIVIDUAL,GBID-JL2Z0LJCH2,F,GB,0,0,0,,0,0,528,20/03/76,93.06,GBP,118.19,TRANSFER,FASTER_PAYMENTS,CURRENT_ACCT,MONEY_MULE
T000000001291,SWIFT-VIEW12WBX75U,2025-07-19T01:09:29,Internal transfer INV8640443,Daniel Hughes,INDIVIDUAL,GBID-JL2Z0LJCH2,F,GB,0,0,0,,0,0,528,20/03/76,Kowalski Holdings SA,BUSINESS,DEREG-MYSWE1GA6SRG,X,DE,0,0,0,,0,0,371,11/12/05,84.84,GBP,107.75,TRANSFER,WIRE,WALLET,MONEY_MULE
T000000001292,VASP-YB4MLLOY0HHZ,2025-11-05T06:53:59,Transfer INV4564453,Priya Khan,INDIVIDUAL,SGID-TUL1P36P6Q,F,SG,0,0,0,,0,0,776,31/08/92,Jack Yilmaz,INDIVIDUAL,FRID-QO09VS9KKH,M,FR,0,0,0,,0,0,528,12/01/61,11685.51,EUR,12620.35,TRANSFER,CRYPTO_EXCHANGE,SAVINGS,PATTERN_OF_FUNDS
T000000001293,VASP-8TGBXQ70RB1G,2025-11-06T05:53:59,International transfer INV2678820,Jack Yilmaz,INDIVIDUAL,FRID-QO09VS9KKH,M,FR,0,0,0,,0,0,528,12/01/61,Yilmaz Imports Pte,BUSINESS,FRREG-RGNJZM3618LE,X,FR,0,0,0,,0,0,391,17/09/10,11841.19,EUR,12788.49,TRANSFER,CRYPTO_EXCHANGE,SAVINGS,PATTERN_OF_FUNDS
T000000001294,VASP-WW5CHAK55ZX6,2025-11-05T22:53:59,Urgent transfer INV4787767,Yilmaz Imports Pte,BUSINESS,FRREG-RGNJZM3618LE,X,FR,0,0,0,,0,0,391,17/09/10,Fatima Patel,INDIVIDUAL,USID-AEEX6IV9RY,F,US,0,0,0,,0,0,653,30/10/96,11544.24,EUR,12467.78,TRANSFER,CRYPTO_EXCHANGE,SAVINGS,PATTERN_OF_FUNDS
T000000001295,VASP-0WTFPIIAAY7U,2025-11-05T15:53:59,Settlement INV9760996,Fatima Patel,INDIVIDUAL,USID-AEEX6IV9RY,F,US,0,0,0,,0,0,653,30/10/96,Garcia Imports Ltd,BUSINESS,PKREG-EKRCPPRCJIWV,X,PK,0,0,0,,1,0,848,24/02/18,11960.38,EUR,12917.21,TRANSFER,CRYPTO_EXCHANGE,SAVINGS,PATTERN_OF_FUNDS
